0.0120516, 13.92639
0.0255996, 0
0.0396263, 0
0.051864, 0
0.0689654, 6.040963
0.08369499, 5.544846
0.09791309, 9.262382
0.1092028, 0
0.121314, 19.31075
0.1359121, 10.76175
0.1466923, 4.791594
0.1607752, 15.12311
0.1748788, 11.58186
0.188665, 15.104
0.2027526, 18.42477
0.2144937, 0
0.2264445, 39.13978
0.2414902, 27.67917
0.2555281, 22.38247
0.2715109, 19.65874
0.2862099, 16.19945
0.30244, 19.35926
0.3186182, 13.16446
0.3363156, 6.017211
0.3470724, 5.368806
0.3614943, 9.131522
0.3723428, 9.816011
0.3840152, 31.29205
0.3949019, 12.09663
0.406826, 33.13309
0.4193257, 18.71052
0.432024, 0
0.4439046, 20.62345
0.4593441, 10.03683
0.4739047, 7.313568
0.4886528, 10.65222
0.4987066, 3.632985
0.5108124, 6.746614
0.5254024, 1.770229
0.5384995, 2.78877
0.551181, 4.073311
0.564472, 7.772794
0.5795342, 9.233965
0.5951204, 10.07951
0.6095726, 9.623783
0.6206064, 8.439648
0.6326126, 2.151113
0.6426719, 5.74116
0.656581, 5.871921
0.6680967, 9.247254
0.6782944, 8.008991
0.690136, 6.543262
0.7004681, 4.999403
0.7119941, 6.337853
0.7222605, 2.515721
0.7369162, 1.762294
0.7470773, 3.594554
0.7573752, 2.50805
0.7674894, 2.553602
0.7822759, 5.240033
0.7974423, 7.615733
0.8130757, 6.811572
0.8247589, 4.943171
0.8355119, 4.803692
0.8481699, 4.080766
0.8612245, 4.423885
0.8740174, 0
0.8853937, 3.210591
0.9012854, 1.625229
0.9147346, 0
0.9251554, 2.478471
0.936222, 3.300499
0.9472674, 3.306788
0.9604077, 1.965529
0.9730633, 0
0.9836156, 2.447562
0.9982055, 1.770192
1.01146, 0
1.022963, 3.175299
1.033195, 2.524054
1.049852, 0
1.060018, 2.540574
1.075109, 2.420385
1.089377, 1.810184
1.10009, 2.410848
1.113006, 4.471296
1.125896, 2.003588
1.136201, 0
1.147522, 2.28119
1.157944, 2.478371
1.169703, 0
1.182306, 0
1.192805, 0
1.205569, 2.023505
1.215678, 0
1.226126, 2.471973
1.237963, 0
1.251268, 0
1.26467, 0
1.277116, 0
1.290259, 0
1.302236, 0
1.316452, 0
1.331203, 0
1.34525, 0
1.358268, 0
1.370406, 0
1.38327, 0
1.398259, 0
1.408268, 3.64896
1.420883, 0
1.436033, 1.704773
1.448842, 0
1.462174, 0
1.474376, 0
1.487173, 0
1.500519, 0
1.513519, 0
1.526478, 0
1.539952, 0
1.55257, 0
1.563063, 2.461437
1.577862, 1.745231
1.589847, 0
1.604836, 0
1.616795, 0
1.632399, 0
1.647789, 0
1.661216, 0
1.673246, 0
1.685452, 0
1.697547, 0
1.708214, 0
1.718533, 0
1.732342, 0
1.744145, 0
